words,frequency
spawn run around,2
team worthy team,2
worthy team mate,2
ai pretty smart,2
arma 3 best,2
say worth money,2
buy don want,2
lot great mods,2
single player great,2
runs great pc,2
full price sale,2
cant stop laughing,2
something everyone matter,2
looking action packed,2
another couple years,2
3 single player,2
cs go players,2
3 years old,2
last 3 years,2
great test skills,2
reach certain level,2
money upgrade ship,2
anyone loves open,2
totally worth getting,2
single player bots,2
dlc adds extra,2
early access review,2
plenty different modes,2
majority story told,2
story alan wake,2
character development awesome,2
bad takes away,2
takes away experience,2
running point point,2
great experience overall,2
xbox 360 version,2
lot places explore,2
max payne 1,2
people got free,2
intriguing story line,2
use keyboard mouse,2
sci fi fantasy,2
never let go,2
won want miss,2
ps3 built pc,2
makes almost unplayable,2
fan table top,2
love fact go,2
pretty cool want,2
characters special abilities,2
friends together enjoy,2
randomly generated dungeons,2
unique gameplay style,2
price 4 99,2
always coming back,2
type story telling,2
doesn seem interesting,2
reccomend anyone wants,2
huge variety items,2
barely scratched surface,2
randomly generated rooms,2
many hours never,2
old school shooters,2
10 shoot poop,2
ll find outgunned,2
pay win bs,2
maybe 20 minutes,2
2 without problem,2
m gonna pay,2
giving better gameplay,2
graphics 5 10,2
5 10 gameplay,2
gameplay 7 10,2
low frame rates,2
0 2 hours,2
6 7 hours,2
little something everyone,2
great musical score,2
recommend people don,2
took 7 hours,2
back save file,2
dont know happened,2
ruined terrible controls,2
theft auto ii,2
san andreas instead,2
many years back,2
doesn work computer,2
real money crap,2
bought year ago,2
wait gta v,2
may work better,2
girl come life,2
graphics bit outdated,2
story keep hooked,2
20 hours exploring,2
little offer terms,2
follow damn train,2
10 10 crash,2
might best graphics,2
max payne hard,2
think dark souls,2
dark souls hard,2
absolute waste money,2
log social club,2
week trying work,2
let go bowling,2
failed start application,2
0 10 terrible,2
re looking multiplayer,2
smile 7 10,2
unsuccessfully trying log,2
appreciate gta 4,2
mod city bich,2
account save progress,2
many things saints,2
things saints row,2
dont expect alot,2
work windows 8,2
miles per hour,2
steam version better,2
version better original,2
recommend though enjoyed,2
open world filled,2
co op ve,2
op survival horror,2
suicidal hell earth,2
hell earth veterans,2
although d recommend,2
keep mind quite,2
recommend wasting money,2
uses unreal engine,2
pretty wide array,2
killing floor great,2
horror co op,2
across 2 people,2
10 10 zombie,2
gets repetetive real,2
5 10 ign,2
amazing graphics great,2
ll come back,2
killing floor gives,2
wave based zombie,2
enjoy running around,2
shooting pretty satisfying,2
re looking challenging,2
trying friends join,2
especially re going,2
going buy dlc,2
op survival zombie,2
co op zombie,2
bought 2 bucks,2
always find way,2
best racing ve,2
buy now cheap,2
things half life,2
different types enemies,2
two years later,2
black mesa complex,2
sound design pretty,2
5 0 10,2
must say best,2
go back now,2
head shot head,2
dont pc dont,2
lethal non lethal,2
don care anyone,2
enjoy every moment,2
5 minutes gameplay,2
bad level design,2
mediocre voice acting,2
little bit faster,2
m 2 3,2
give 6 5,2
best part series,2
road given orders,2
despite old graphics,2
released 6 years,2
poor design choice,2
loved dawn war,2
dawn war series,2
coming soon steam,2
new n tasty,2
literally reason buy,2
buy steam version,2
sounds simple enough,2
tried hard enjoy,2
said half life,2
great sherlock holmes,2
10 15 years,2
doesn run smooth,2
dont know put,2
gotta go fast,2
almost 6 years,2
recommend anyone interested,2
9 years old,2
great experience loved,2
totally recommend people,2
won appeal everyone,2
buy pc version,2
looking hack slash,2
hack slash action,2
best sci fi,2
sci fi rpg,2
gives illusion choice,2
another great rpg,2
never real life,2
10 10 perfect,2
lot great things,2
spend hours collecting,2
probably favorite series,2
mass effect lot,2
story great gameplay,2
didn find scary,2
weapon upgrade system,2
need say anything,2
rely jump scares,2
back 2008 released,2
third party tool,2
problem pc version,2
mouse keyboard controls,2
camera speed aiming,2
picking weapon chapter,2
restarted whole program,2
unless xbox controller,2
red alert 3,2
amp c series,2
love live action,2
actually pretty hard,2
low end pcs,2
different styles combat,2
2d action rpg,2
die many times,2
art style perfectly,2
might worth full,2
tower defense steam,2
company made doesn,2
haven got far,2
got far yet,2
took 20 hours,2
hours 1 playthrough,2
interesting enough push,2
enough push forward,2
exactly real life,2
real life experience,2
especially higher difficulty,2
every single character,2
now m nitpicking,2
far cry series,2
pros 1 con,2
beautiful open world,2
ways complete objectives,2
free price tag,2
lt 3 amazing,2
m glad see,2
despite people say,2
died 10 10,2
many hours enjoyment,2
8 10 stars,2
re back square,2
may turn players,2
done great job,2
die restart whole,2
best super hero,2
leave edge seat,2
gets little repetitive,2
worth second look,2
new xcom series,2
especially re new,2
tried multiplayer yet,2
ve never original,2
strategy turn based,2
chance hit miss,2
simple straight forward,2
love looking forward,2
looking forward getting,2
fan turn based,2
based squad tactics,2
xcom turn based,2
action turn based,2
ve free weekend,2
nothing new table,2
runs well computer,2
graphically gameplay wise,2
best turn based,2
ll tell story,2
tell story colonel,2
colonel susan buskirk,2
colonel buskirk two,2
matter 11 10,2
greatest turn based,2
try different strategies,2
new player new,2
10 10 goty,2
missions take place,2
must strategy fans,2
hundreds gameplay hours,2
people don speak,2
don speak english,2
pretty sure guys,2
changed name achievements,2
feature great addition,2
story quite interesting,2
best diablo clone,2
re looking cheap,2
workshop mods well,2
characters distinct personality,2
cartoonish art style,2
easy install mods,2
must steam library,2
probably best dungeon,2
torchlight 2 best,2
great way pass,2
great amount content,2
far east pack,2
mods don work,2
work well together,2
haven tried yet,2
version comes new,2
graphics music well,2
almost 7 years,2
2 player mode,2
say best racing,2
ve last decade,2
avoid getting hit,2
don think anything,2
loading screens short,2
pc able run,2
least 20 hours,2
destruction derby raw,2
8 10 theres,2
say best ve,2
9 4 10,2
single player person,2
never run ammo,2
lack objective markers,2
issues easily fixed,2
kill nazi super,2
old school hardcore,2
brought back memories,2
well executed gameplay,2
die several times,2
wolfenstein new order,2
amazingly well written,2
wait next sale,2
decided give go,2
getting used controls,2
last light fantastic,2
ll love want,2
recommend everyone wants,2
single player shooter,2
wasn able find,2
bought humble bundle,2
enjoy watching characters,2
times always enjoy,2
another exciting adventure,2
nice little tutorial,2
want watch world,2
watch world burn,2
must re fan,2
say assassins creed,2
new tower defense,2
characters voice acting,2
took 25 hours,2
25 hours complete,2
recommend anyone slightly,2
unlike gta saints,2
gta saints row,2
boldly go man,2
go man gone,2
may seem cool,2
order unlock next,2
save money buy,2
d say better,2
single player boring,2
simply don care,2
hardest difficulty take,2
right now m,2
non target casualties,2
find button mashing,2
different ways complete,2
sale 10 bucks,2
best experience ve,2
ways kill target,2
nice little story,2
getting full price,2
naughty dog uncharted,2
incredibly well developed,2
2 xbox 360,2
favorite single player,2
simple easy use,2
ve got perfect,2
change pace every,2
highest settings everything,2
ve seen video,2
upgrade system weapons,2
don need worry,2
way want go,2
gameplay graphics great,2
next little bit,2
little bit gameplay,2
story pretty predictable,2
called tomb raider,2
best looking ve,2
overwhelmingly positive reviews,2
add new features,2
action adventure genre,2
d say probably,2
hide behind cover,2
last ten years,2
bit lack luster,2
wait rise tomb,2
combat feels satisfying,2
lara croft guardian,2
croft guardian light,2
run highest settings,2
reasonable difficulty curve,2
button need press,2
well design atmosphere,2
run guns blazing,2
quick google search,2
bit combat focused,2
tomb raider style,2
don think bad,2
honestly don think,2
years ago old,2
think hard enough,2
focused single player,2
pay close attention,2
hit nail head,2
alone well worth,2
boss fights bit,2
fights bit easy,2
puzzles challenging enough,2
pc xbox 360,2
9 10 stars,2
wasn huge fan,2
never got around,2
especially boss battles,2
gripe final boss,2
far best tomb,2
honestly say enjoyed,2
og tomb raider,2
voice acting well,2
bought years ago,2
needs find way,2
kill every single,2
amount times died,2
7 9 10,2
want counter strike,2
5 6 maps,2
ten year old,2
year old child,2
spent hour trying,2
sonic hedgehog 4,2
classic sonic stages,2
person shooters ve,2
controls little bit,2
ll give 8,2
holy roman empire,2
best strategy date,2
empire total war,2
r8 9 11,2
almost 10 hours,2
learning curve steep,2
sink 40 hours,2
go thinking ll,2
thinking ll take,2
take long master,2
pretty hard learn,2
keep going back,2
probably best 1,2
take away fact,2
don see often,2
average point click,2
click adventure cool,2
re pretty well,2
occur almost every,2
almost every second,2
solid third person,2
refreshing change pace,2
doesn seem care,2
max payne 3,2
stupid beyond belief,2
single player amazing,2
gameplay mechanic allows,2
happen call duty,2
alot people used,2
people used now,2
match making option,2
please don buy,2
2 d platformer,2
probably best 2d,2
ps4 now pc,2
visual audio style,2
wide range characters,2
range characters choose,2
bad everyone makes,2
grab goes sale,2
battle block theature,2
8 2 10,2
new things table,2
issues every now,2
best possible way,2
action packed shooter,2
ll probably enjoy,2
running around shooting,2
levels becomes frustrating,2
look upon fondly,2
8 bit verson,2
bit verson gta,2
verson gta 1,2
gta 1 2,2
1 million times,2
million times cooler,2
classic 8 bit,2
totally awesome cool,2
total waste money,2
real strategy epic,2
total conversion mods,2
sins solar empire,2
give five stars,2
may may work,2
doesn work anymore,2
red faction guerrilla,2
found exploring map,2
didn see reason,2
glad didn pay,2
price tag worth,2
story unique interesting,2
want kill enemies,2
missions main story,2
quite lot new,2
negative think lack,2
sneak around kill,2
go killing spree,2
mouse keyboard control,2
system bit simplistic,2
couple years ago,2
bought xbox 360,2
bought goty edition,2
better assassin creed,2
give player something,2
lets feel re,2
high graphics settings,2
amazing story behind,2
away art style,2
side quests effect,2
quests effect story,2
stealth works great,2
lot replayability due,2
story plot twists,2
makes head spin,2
leave lasting impression,2
huge replay value,2
kind person likes,2
bioshock half life,2
level design top,2
design top notch,2
top notch well,2
way u want,2
u want something,2
best highly recommend,2
take 3 4,2
great cant wait,2
distinct art style,2
put 100 hours,2
spend last moments,2
high speed songs,2
3 new multiplayer,2
best rts ve,2
put together well,2
right click move,2
dont need pay,2
goes back original,2
jet set radioo,2
slightly clunky controls,2
cel shaded graphics,2
re gonna bad,2
wish bit longer,2
steam workshop integration,2
owned xbox 360,2
1 hit kill,2
single player solid,2
ve 10 10,2
missions co op,2
better saints row,2
people wanted something,2
saints row 1,2
im sure theres,2
replayed many times,2
gets repetitive quickly,2
love letter fans,2
xbox loved every,2
certainly worth money,2
saints row fan,2
eternal sunshine spotless,2
sunshine spotless mind,2
9 10 pretty,2
main focus old,2
8 10 controls,2
fast forward button,2
4 bit hours,2
8 75 10,2
doesn matter though,2
4 5 hour,2
heart warming story,2
finished 3 hours,2
give us something,2
went high expectations,2
wasn expecting got,2
controls bit clunky,2
sure box tissues,2
favourite rpg maker,2
great story awesome,2
bullet hell shoot,2
remotely interested industry,2
call duty series,2
10 price tag,2
follow curator page,2
recommend everyone try,2
m biggest fan,2
leaves player feeling,2
4 party members,2
poorly designed rpg,2
feels half baked,2
8 9 times,2
plus majority players,2
able right now,2
3 days later,2
two weeks ago,2
big deal right,2
took 20 30,2
comes boss fights,2
completing main story,2
every five seconds,2
now available steam,2
9 10 bang,2
unique fighting style,2
easy become overwhelmed,2
don want think,2
towards end level,2
needs lot fixing,2
made character look,2
gun couldn see,2
class based shooter,2
take seriously slightest,2
best free steam,2
matchmaking doesn work,2
don bother installing,2
download right now,2
go back combat,2
gets kind annoying,2
9 3 10,2
buy real money,2
ll feel right,2
re fan strategy,2
never actually finished,2
best space based,2
rate production values,2
simple intuitive gameplay,2
although co op,2
doom 3 co,2
3 co op,2
co op xbox,2
1 99 ve,2
99 ve spent,2
style turn based,2
8 year olds,2
people seem hate,2
star wars made,2
different endings based,2
endings based choices,2
use controller well,2
recommend everyone likes,2
gtx 980 ti,2
interesting main story,2
life 10 10,2
longer 10 minutes,2
10 minutes without,2
paid season pass,2
side quests things,2
new graphics card,2
graphics card geforce,2
batman arkham knight,2
low graphics settings,2
great graphics etc,2
7 3 10,2
anyone know fix,2
awesome graphics story,2
im right now,2
d say well,2
many people paid,2
taking account fact,2
pc version well,2
better watch dogs,2
look great runs,2
know people complaining,2
riddler trophies riddles,2
new weapons added,2
want put fist,2
mileage may vary,2
nvidia gtx 960,2
horrible voice acting,2
graphics aren great,2
press left button,2
actually pretty interesting,2
two days ago,2
may seem little,2
11 10 recommend,2
anyone enjoys rpg,2
graphics story line,2
ve wasted money,2
effect story progression,2
ve many years,2
buy unless re,2
dragon age mass,2
age mass effect,2
batman arkham asylum,2
incredible voice acting,2
voice acting enough,2
joker beatdown glitch,2
every ve tried,2
lot side missions,2
don expect quality,2
big plot holes,2
well done story,2
definitely worth full,2
many things half,2
wish d never,2
recomend anyone know,2
i5 8gb ram,2
best way possible,2
recommend everyone loves,2
guns icarus online,2
buy support developers,2
lost many players,2
requires team work,2
recommend co op,2
reading bad reviews,2
far best cod,2
finished 4 hours,2
waste money title,2
black ops 1,2
bad hit detection,2
ending made cry,2
10 10 give,2
almost everyone least,2
least couple hours,2
ll start pros,2
almost everything without,2
lots twists turns,2
certain point story,2
completely blown away,2
level 5 6,2
press space continue,2
ideas don work,2
every five minutes,2
wouldn advise anyone,2
advise anyone buying,2
interesting gameplay mechanics,2
3 4 years,2
person shooter genre,2
great competitive shooter,2
hear annoying sound,2
annoying sound effects,2
m sure thought,2
old players new,2
players new players,2
devs don give,2
unless pay win,2
requires strategic thinking,2
gets quite addictive,2
dark messiah might,2
open world type,2
crashed 3 times,2
adds whole new,2
fps tower defense,2
tower defense doesn,2
well worth buying,2
best tower defence,2
compared sanctum 1,2
re new series,2
sci fi version,2
amazing sound design,2
enjoy single player,2
characters story line,2
never made feel,2
made feel powerful,2
walking back forth,2
don buy hate,2
without taking damage,2
private military contractor,2
many times want,2
last long enough,2
large variety weapons,2
co op available,2
think well worth,2
many people multiplayer,2
lets start review,2
gameplay wise actually,2
bad story gameplay,2
5 hours long,2
makes whole experience,2
know re looking,2
part humble bundle,2
console port itis,2
back last checkpoint,2
didn hit drop,2
don let go,2
main character story,2
gameplay extremely basic,2
find new weapon,2
two co op,2
two major complaints,2
anyone enjoys challenging,2
poor pc port,2
hands best ve,2
many voice actors,2
although pc port,2
give try least,2
best rpg made,2
everybody give try,2
many hours later,2
using keyboard mouse,2
negative reviews bad,2
3 4 turns,2
makes satisfying complete,2
different character builds,2
dark souls great,2
dark souls puts,2
everyone 10 10,2
less know better,2
ruined social life,2
prepare die lot,2
sometimes makes cry,2
finally beat boss,2
demon souls ps3,2
10 10 git,2
10 git gud,2
achieve ultimate goal,2
prepare die edition,2
pc version far,2
actually kill enemies,2
requires lot patience,2
pc compatible controller,2
person view makes,2
sound plays important,2
plays important role,2
multiple save slots,2
ve early access,2
im sure im,2
different planets different,2
basic story tie,2
story tie together,2
enough resources build,2
build massive city,2
remember need go,2
people got angry,2
procedurally generated universe,2
amount side quests,2
side quests keep,2
well worth wait,2
gotten far yet,2
hour running around,2
able come back,2
10 10 worst,2
entry level space,2
level space sim,2
6 year old,2
lowest graphical settings,2
open world pve,2
mario kart clone,2
3 2 1,2
easy invite friends,2
offline co op,2
pc port console,2
meet fight alongside,2
crafting system far,2
purchase quest packs,2
without spending dime,2
many veteran players,2
don let hours,2
hard unlock new,2
take long go,2
sitting edge seat,2
find going back,2
don name crew,2
sci fi nerd,2
sci fi movies,2
gets harder harder,2
m willing sink,2
co op story,2
got earlier year,2
free dlc update,2
think ve got,2
ve got takes,2
wait untill sale,2
put 30 hours,2
every single start,2
single start new,2
relaxing long day,2
heavily luck based,2
ago humble bundle,2
lot weapons upgrades,2
50 100 hours,2
isnt hard learn,2
need pc run,2
replay value extremely,2
value extremely high,2
crashes windows 8,2
don find enjoyable,2
best 3d sonic,2
rather full fledged,2
huge step back,2
couldn stop laughing,2
puts players role,2
reminiscent paper mario,2
require bit finesse,2
players gain experience,2
extremely well written,2
haven found anything,2
10 10 reccommend,2
10 reccommend friend,2
unlock decks cards,2
glad got sale,2
different options approach,2
combat system unique,2
takes 5 seconds,2
video sound options,2
best ive seen,2
another pre order,2
pre order rip,2
truly amazing experience,2
ellen ripley daughter,2
level design intuitive,2
villain need hug,2
fps gtx 980,2
want keep trying,2
god awful ai,2
re less dead,2
dark souls dying,2
ll find dying,2
ended pre ordering,2
space station orbit,2
similar many ways,2
ended getting killed,2
best survival horror,2
survival horror ve,2
gameplay almost perfect,2
10 10 incredible,2
sucks right alien,2
right alien universe,2
8 0 10,2
ve never lego,2
big huge fan,2
huge fan lotr,2
d recommend title,2
two different endings,2
didn last long,2
awsome 11 10,2
times come back,2
won spoil story,2
ll unlock new,2
utterly fantastic art,2
fantastic art direction,2
due fact way,2
quite bit desired,2
makes everything better,2
9 10 buy,2
unfortunately steam version,2
don know use,2
8 bit pixel,2
absolutely love software,2
don bother steam,2
bought doesnt work,2
go back previous,2
went general 19,2
bad design choices,2
design choices poor,2
take 5 minutes,2
bit buggy times,2
amount hours put,2
lots people complaining,2
turn based strategic,2
europe north africa,2
got moneys worth,2
everything ve wanted,2
real tactical battles,2
may best total,2
total war always,2
im sure fixed,2
every third fourth,2
medieval total war,2
new total war,2
tell right now,2
fighting multiple enemies,2
many times feel,2
gun uses ammo,2
fan final fantasy,2
tactical turn based,2
worth purchasing sale,2
driven point click,2
might appeal everyone,2
way see fit,2
well ve got,2
offers massive amount,2
started couple days,2
singleplayer co op,2
price worth every,2
every penny money,2
pistol assault rifle,2
hang things ll,2
know primal carnage,2
primal carnage extinction,2
best arpg ve,2
ve seen original,2
help solve problem,2
silent hill vibe,2
recommend anyone adventure,2
paced side scrolling,2
side scrolling platformer,2
unity command panzer,2
gameplay mechanics simple,2
ll need find,2
best free fps,2
impossible kill anyone,2
light machine guns,2
everything player want,2
spent 600 hours,2
expansive open world,2
team based shooter,2
mid range pcs,2
team based shooters,2
getting new items,2
worth every second,2
already know re,2
two hours kill,2
fresh breath air,2
elements tower defense,2
tower defense often,2
cool tower defense,2
tower defense rpg,2
isn cup tea,2
core gameplay solid,2
recommend new players,2
insane amount dlc,2
lots weapons mods,2
never add microtransactions,2
stay far away,2
unless buy dlc,2
makes worth getting,2
light machine gun,2
might actually say,2
everytime try load,2
wrong place wrong,2
put lot money,2
love payday 2,2
highly recommend payday,2
recommend payday 2,2
sale dirt cheap,2
2 years old,2
past couple years,2
ll miss lot,2
bitter taste mouth,2
despite many people,2
10 10 makes,2
nevermind fact overkill,2
fact overkill lied,2
people idea re,2
online multiplayer feature,2
mechanic ve seen,2
dlcs totally worth,2
overall enjoyable experience,2
recomended anyone likes,2
many hours steam,2
blowing meth lab,2
run n gun,2
infamy 2 0,2
co operative person,2
operative person shooter,2
pay win content,2
system makes feel,2
makes feel real,2
lvl go higher,2
many hours life,2
completely overkill pack,2
epic 10 10,2
overall highly recommend,2
protect 8 hours,2
fast slow paced,2
days ago wanted,2
oh dont forget,2
dlcs waste money,2
people may say,2
used 10 10,2
ive never seen,2
team co op,2
hope keep adding,2
99 9 percent,2
four player co,2
grind way top,2
10 10 cook,2
bad bad bad,2
real money ingame,2
buy 1 dlc,2
never seen anything,2
ll always come,2
low level players,2
without getting shot,2
gets adrenaline pumping,2
go counter strike,2
9 10 10,2
want co op,2
immediately fell love,2
re looking strategic,2
hope ll enjoy,2
download cheat engine,2
great 4 player,2
little bit clunky,2
try find way,2
ways solve puzzles,2
highly recommend don,2
z x d,2
option co op,2
young whipper snappers,2
old school style,2
brought back life,2
got stuck outside,2
9 10 score,2
throughout entire playthrough,2
simple easy learn,2
10 10 smash,2
interesting story line,2
best soundtracks ve,2
4th wall breaking,2
die single hit,2
designed boss fights,2
don buy piece,2
chivalry medieval warfare,2
past 2 years,2
1st person combat,2
strongly suggest buy,2
four different classes,2
want something new,2
guys name intim,2
used back 2012,2
look reaching back,2
reaching back sword,2
every 10 20,2
knight full set,2
doesn feel complete,2
mainly revolves around,2
got boring fast,2
pay attention re,2
modern warfare 3,2
advice new players,2
definately recommend anyone,2
quit come back,2
doesn seem anything,2
finally getting hang,2
don starve lot,2
best way learn,2
start new world,2
starve together free,2
servers 2 4,2
d say ve,2
number hours ve,2
put clearly see,2
ve never made,2
many times trying,2
10 rest life,2
24 hours record,2
development team amazing,2
mods add ons,2
everything trying kill,2
invest hundreds hours,2
multiple difficulty settings,2
become dragon knight,2
pet peeve mine,2
roll harms way,2
go far saying,2
finished main quest,2
won find lot,2
combat system lots,2
brute force way,2
force way things,2
4 hours straight,2
great people enjoy,2
ll need pay,2
world explore lots,2
keyboard mouse setup,2
10 minutes trying,2
need come back,2
forward next installment,2
may bit overwhelming,2
gr8 m8 r8,2
m8 r8 8,2
2 cup butter,2
cup white sugar,2
teaspoon vanilla extract,2
1 3 cup,2
1 4 teaspoon,2
preheat oven 350,2
oven 350 degrees,2
350 degrees f,2
175 degrees c,2
bake preheated oven,2
least 5 minutes,2
amazingly well done,2
pretty anything want,2
great selection mods,2
1 10 rate,2
anyone willing try,2
rate scale 1,2
10 10 reccomend,2
things go horribly,2
ve spent trying,2
world full adventures,2
lot side quests,2
open world person,2
world person shooter,2
tell definition insanity,2
gta assasins creed,2
ve gotta say,2
story memorable characters,2
prepared blown away,2
spend several hours,2
open world aspect,2
money buy new,2
stealth killing everything,2
feel re getting,2
definatly worth money,2
cant create account,2
easter egg hunt,2
makes stand rest,2
tomb raider 2013,2
nice open world,2
looking artifacts works,2
yellow shirted friend,2
ve better without,2
thumb right place,2
open world full,2
re paying attention,2
say ve seen,2
re going disappointed,2
least 3 4,2
overall d give,2
wouldn go far,2
long enough give,2
works quite well,2
many aspects work,2
mods add lot,2
war bears space,2
keep mind test,2
nights freddy 2,2
top 10 list,2
every shape got,2
many different characters,2
amazing character development,2
better love story,2
love story twilight,2
m sure many,2
ve learned 4,2
never know gonna,2
give 4 5,2
4 5 10,2
amount money buy,2
d say go,2
designed consoles mind,2
everything controlled spacebar,2
many bad review,2
won go detail,2
puzzles logical sense,2
massive grin face,2
don know exactly,2
10 years later,2
every single unit,2
simple yet complex,2
spent 100 hours,2
never want take,2
pre rendered 3d,2
brings back fond,2
back fond memories,2
fond memories kid,2
multi player recomend,2
empires ii hd,2
map editor go,2
11 years old,2
little bit money,2
rotating around hexagon,2
extremely well thought,2
practice makes perfect,2
doesn feel waste,2
don mind dying,2
re looking fast,2
vary vary vary,2
10 10 let,2
ghosts n goblins,2
series 10 10,2
takes away almost,2
real resident evil,2
bit slow paced,2
never resident evil,2
dev team idea,2
number different units,2
die 1 shot,2
uses source engine,2
best part far,2
without learning curve,2
left right jumping,2
run gun style,2
means ll never,2
buying every single,2
5 5 highly,2
m sure lot,2
slow paced people,2
m trying say,2
worth every single,2
uninstall simulator 2015,2
re going spend,2
go back cod,2
2 way better,2
10 10 enjoyed,2
great tactical shooter,2
old school nintendo,2
couch co op,2
love old school,2
done amazing job,2
open world explore,2
many unique weapons,2
getting shot head,2
2 hours actually,2
around 90 fps,2
easy 8 5,2
enjoyed far cry,2
fantastic level design,2
bad reviews say,2
perfect anyone likes,2
stop reading go,2
best elder scrolls,2
ten years ago,2
way character building,2
interesting well written,2
character development well,2
main reason bought,2
skill point system,2
reminds windows 98,2
sale worth try,2
best ve life,2
cant put words,2
want wait go,2
dont think anyone,2
buy steam sale,2
re able level,2
breaking freezes windows,2
indoor area freezes,2
progress main story,2
comes together create,2
tried several times,2
loved fallout 3,2
8gb ddr3 ram,2
story fallout 3,2
years ago released,2
don need go,2
never came back,2
10 10 fly,2
experience ll never,2
every 30 minutes,2
say half life,2
think ve found,2
mod half life,2
life 1 mod,2
gameplay decided give,2
five different endings,2
graphics bit old,2
open world pretty,2
love faction system,2
low level cap,2
choices ve made,2
got shot head,2
love don wrong,2
highly recommend fallout,2
post apocalyptic world,2
many bugs people,2
new vegas great,2
new features added,2
tons new weapons,2
big open world,2
3 almost every,2
community made mods,2
huge waste money,2
many times beat,2
awesome person shooter,2
open world aspects,2
friend told give,2
bad menu design,2
worth adding library,2
years ago better,2
sink lot hours,2
doesn bring anything,2
pretty 10 10,2
10 10 use,2
last entry series,2
rpg ve life,2
system pretty cool,2
buy sale though,2
absolutely stunning soundtrack,2
ll take damage,2
boss battles challenging,2
aren enough save,2
nothing serious enough,2
9 year old,2
hope review help,2
life 2 mod,2
great 9 10,2
nothing map size,2
animations need work,2
call duty zombies,2
add co op,2
great atmosphere challenges,2
recommended people looking,2
kill couple zombies,2
tips new players,2
high skill cap,2
worth giving go,2
2 people try,2
hit people face,2
grandfather smoked whole,2
smoked whole life,2
years old mother,2
old mother said,2
want see grandchildren,2
see grandchildren graduate,2
tears welled eyes,2
welled eyes realized,2
eyes realized exactly,2
realized exactly stake,2
years later died,2
later died lung,2
died lung cancer,2
please don put,2
don put family,2
put family grandfather,2
family grandfather put,2
grandfather put us,2
never touched cigarette,2
regret never done,2
support 4 players,2
god damn awesome,2
m always looking,2
seemed work well,2
put 5 minutes,2
decent vehicle mechanics,2
star wars old,2
able sit back,2
loved every bit,2
go around collecting,2
doesn keep coming,2
need find way,2
around 3 4,2
4 hours playtime,2
sure pick sale,2
puzzles aren complicated,2
d say definitely,2
definitely worth playthrough,2
best ve experienced,2
little bit confusing,2
keyboard works fine,2
nothing short breathtaking,2
excellent job building,2
short 2 hours,2
highly recommended people,2
people looking something,2
looking something different,2
takes place world,2
best story based,2
take many hours,2
go sale though,2
m going talk,2
perfect example great,2
config file read,2
horrible screen tearing,2
main side quests,2
main character doesn,2
character doesn feel,2
2 5 5,2
ve 2 years,2
learning curve brick,2
curve brick wall,2
lose lot start,2
feel ve done,2
enough ll never,2
day 2 login,2
2 login reward,2
marvel heroes 2016,2
f2p cash shop,2
re able choose,2
take weeks months,2
pretty action rpg,2
don bother live,2
bother live australia,2
looks lot better,2
alot replay value,2
people willing help,2
offers nothing new,2
gotten pretty far,2
quite fast paced,2
way better original,2
age wonders 3,2
many races choose,2
feature clear orders,2
turns insane map,2
end turn processing,2
sent back last,2
50 price tag,2
think lot better,2
might end liking,2
text difficult read,2
terms overall quality,2
m definitely glad,2
many ways things,2
simulation thus far,2
mechanics well done,2
three times now,2
recover stolen goods,2
without giving away,2
don let fool,2
hope see improvements,2
sometimes need something,2
best truck simulation,2
d think everything,2
running red lights,2
must say love,2
many people bought,2
lower end pc,2
hard work dedicated,2
recommend steering wheel,2
controller keyboard mouse,2
steering wheel pedals,2
keyboard mouse steering,2
traditional keyboard steering,2
people won enjoy,2
try find people,2
though single player,2
ll start see,2
due lack content,2
keep player interested,2
don recommend general,2
better co op,2
pros cons pros,2
around 4 5,2
come back see,2
back see new,2
higher level cap,2
focus military aspect,2
think worth getting,2
unlock new weapons,2
add controller support,2
now ve actually,2
positive reviews youtube,2
every 4 5,2
5 hours far,2
actually enjoys story,2
interesting sci fi,2
sound effects music,2
linear third person,2
damage restore health,2
key selling points,2
music top notch,2
unique combat system,2
think might actually,2
went knowing expect,2
action sci fi,2
beat em ups,2
ace combat assault,2
combat assault horizon,2
dog fight mode,2
thats saying something,2
old school gamer,2
change key bindings,2
recommend people likes,2
decent amount content,2
took half hour,2
top arcade shooter,2
pretty fast paced,2
bought dirt cheap,2
real idea expect,2
levels designed well,2
see well made,2
20 hours finish,2
plot twists turns,2
watch gameplay videos,2
early access version,2
obviously lot work,2
rpg turn based,2
makes total sense,2
hold hand quests,2
rpg baldur gate,2
baldur gate 2,2
actually made laugh,2
best rpgs ve,2
don mind old,2
classic turn based,2
freely choose character,2
loving every minute,2
leaves lasting impression,2
don mind bit,2
bit slower paced,2
wide variety items,2
isn enough recommend,2
give thorough review,2
let put way,2
eye divine cybermancy,2
sci fi third,2
fi third person,2
getting better every,2
feel total badass,2
pay win long,2
every 24 hours,2
pay grind wall,2
4 tenno devastate,2
player content without,2
grind grind grind,2
new players don,2
something spend money,2
fantastic great gameplay,2
might sound bad,2
wanting spend money,2
enough justify purchase,2
forces think outside,2
co op almost,2
well low end,2
wait 24 hours,2
every 2 weeks,2
go back old,2
got boring quick,2
unique sci fi,2
best free market,2
fps rpg elements,2
large number levels,2
doesn seem right,2
come back new,2
highly recommend fps,2
xp farm xp,2
farm xp farm,2
many different mods,2
think m going,2
