words,frequency
want expensive computer,1
blade collection remember,1
collection remember computer,1
remember computer literally,1
computer literally brick,1
anything better onboard,1
better onboard chipset,1
onboard chipset graphics,1
chipset graphics warband,1
xbox360 now re6,1
now re6 second,1
re6 second pc,1
love characters stay,1
characters stay alive,1
stay alive despite,1
alive despite bitten,1
despite bitten sprayed,1
bitten sprayed lepotitsa,1
taking meal shower,1
meal shower entire,1
best boxes punching,1
boxes punching simulator,1
punching simulator 10,1
simulator 10 10,1
used add header,1
add header every,1
header every reviews,1
oftentimes made review,1
made review long,1
review long submit,1
ve left backloggery,1
left backloggery page,1
ll talk review,1
talk review well,1
probably refer back,1
refer back overture,1
back overture review,1
overture review wanna,1
review wanna know,1
wanna know mechanics,1
won go detail,1
go detail mechanics,1
know remain largely,1
remain largely unchanged,1
lot better around,1
quite dark descent,1
dark descent territory,1
extra enemy variety,1
enemy variety helps,1
variety helps lot,1
helps lot well,1
another changed better,1
changed better puzzle,1
better puzzle design,1
require bit thought,1
bit thought average,1
thought average puzzle,1
average puzzle overture,1
puzzles logical sense,1
logical sense less,1
sense less prone,1
less prone breaking,1
overture lot better,1
ya puzzles scared,1
go portal 2,1
portal 2 something,1
don know became,1
mostly puzzles platforming,1
pretty myst ve,1
myst ve turned,1
ve turned gamma,1
turned gamma 0,1
gamma 0 1,1
0 1 something,1
lot puzzles quite,1
donkey kong parody,1
wasn far removed,1
far removed enough,1
removed enough penumbra,1
enough penumbra atmosphere,1
lot tighter story,1
tighter story overture,1
clarence pretty neat,1
pretty neat genuinely,1
neat genuinely terrifying,1
genuinely terrifying character,1
terrifying character concept,1
actually couple pretty,1
couple pretty heavy,1
pretty heavy moments,1
heavy moments toward,1
moments toward end,1
know m talking,1
pun well intended,1
everything pretty well,1
pretty well explained,1
well explained ending,1
explained ending wraps,1
ending wraps things,1
wraps things quite,1
things quite well,1
story doesn take,1
doesn take seriously,1
anybody bought requiem,1
bought requiem retail,1
apologize behalf frictional,1
premise doesn dosh,1
doesn dosh garn,1
dosh garn sense,1
least dark descent,1
dark descent redeemed,1
enemy design biggest,1
design biggest standout,1
biggest standout far,1
standout far graphics,1
far graphics goes,1
none enemy design,1
enemy design black,1
design black plague,1
least areas pretty,1
areas pretty varied,1
framing device doesn,1
device doesn work,1
technical side things,1
d say overture,1
enemies sound lot,1
sound lot terrifying,1
lot terrifying now,1
clarence sounds proper,1
sounds proper mental,1
proper mental opposed,1
mental opposed cartoonishly,1
opposed cartoonishly mental,1
way try hard,1
attempted atmosphere little,1
atmosphere little worth,1
little worth fretting,1
gets kinda ridiculous,1
overall scores black,1
scores black plague,1
black plague 8,1
plague 8 8,1
8 8 4,1
8 4 5,1
cumulative score 8,1
score 8 3,1
8 3 10,1
overall scores requiem,1
6 3 3,1
3 3 2,1
4 7 10,1
buffs based race,1
practice ll find,1
ll find ranged,1
find ranged units,1
ranged units kite,1
units kite hell,1
kite hell every,1
hell every single,1
every single unit,1
grand walls castles,1
walls castles build,1
outranged siege couldnt,1
siege couldnt hurt,1
couldnt hurt anyway,1
hurt anyway ridiculously,1
anyway ridiculously high,1
ridiculously high pierce,1
high pierce armour,1
6 5 ez,1
5 ez ez,1
ez ez lfe,1
7 5 sexslaves,1
5 sexslaves soldiers,1
6 5 10,1
5 10 tjbs,1
comment youv e,1
youv e beaten,1
top 5 rage,1
5 rage quited,1
rage quited flappy,1
quited flappy bird,1
takes 3 hours,1
3 hours gameplay,1
hours gameplay beat,1
gameplay beat level,1
idea write review,1
don pc version,1
entire 3ds large,1
3ds large portion,1
large portion online,1
portion online hd,1
online hd version,1
hd version released,1
resident evil done,1
evil done right,1
didn mind re6,1
m probably minority,1
stuff fan classic,1
fan classic resident,1
classic resident evil,1
resident evil wants,1
cheesy dialogue writers,1
dialogue writers capcom,1
writers capcom shove,1
say kind limited,1
kind limited supplies,1
re given scanner,1
given scanner gun,1
scanner gun early,1
gun early allows,1
early allows scan,1
allows scan enemies,1
scan enemies create,1
enemies create green,1
create green herbs,1
way works though,1
enemy already dead,1
already dead go,1
dead go scan,1
ll minimal amount,1
minimal amount points,1
amount points towards,1
points towards herbage,1
scan living enemy,1
living enemy ll,1
enemy ll load,1
ll load points,1
use scanner find,1
scanner find handprints,1
re always collectibles,1
secret pick ups,1
gameplay pretty re4,1
obviously little bit,1
little bit date,1
feels familiar fresh,1
allows choose aiming,1
person aim loved,1
give shot haven,1
whole different experience,1
story pretty solid,1
personally enjoyed nods,1
enjoyed nods references,1
nods references dante,1
references dante alighieri,1
dante alighieri divina,1
alighieri divina comedia,1
divina comedia read,1
comedia read enjoyed,1
mission 2 random,1
2 random dudes,1
random dudes hold,1
dudes hold absolutely,1
hold absolutely weight,1
absolutely weight whatsoever,1
weight whatsoever story,1
kinda felt padding,1
takes away almost,1
away almost perfect,1
almost perfect pacing,1
didn mind switching,1
mind switching multiple,1
switching multiple protagonists,1
co op mode,1
op mode put,1
mode put handful,1
put handful hours,1
feels different single,1
different single player,1
single player sense,1
player sense enemies,1
sense enemies now,1
enemies now health,1
now health bar,1
ve borderlands ll,1
borderlands ll grasp,1
ll grasp quickly,1
tons different guns,1
different guns collect,1
including super rare,1
super rare unique,1
rare unique weapons,1
modify weapons plethora,1
weapons plethora different,1
plethora different parts,1
different parts single,1
parts single player,1
single player co,1
definitely pick re,1
pick re old,1
re old fan,1
old fan series,1
re new looking,1
new looking solid,1
looking solid entry,1
solid entry point,1
re interested re4,1
interested re4 aren,1
re4 aren graphics,1
aren graphics nazi,1
highly recommend wii,1
recommend wii version,1
best controls versions,1
controls versions ve,1
thanks insurgency smile,1
potiental cod killer,1
ultra hard core,1
cs go men,1
day infamy probably,1
infamy probably mode,1
galm mikee yess,1
mikee yess aphex,1
yess aphex aphex,1
relialistic version csgo,1
river city ransom,1
city ransom zombies,1
ransom zombies boring,1
zombies boring reptition,1
sentence sounds appealing,1
might worth checking,1
players problems win7,1
patch file cannoyedusers,1
lt user name,1
user name gt,1
documents fallout3 fallout,1
fallout3 fallout ini,1
busethreadedai 0 busethreadedai,1
0 busethreadedai 1,1
busethreadedai 1 add,1
inumhwthreads 2 2,1
2 2 cores,1
processor core count,1
core count use,1
count use gameplay,1
use gameplay save,1
gameplay save ini,1
save ini file,1
yes know skyrim,1
know skyrim predeccesor,1
use cat silencer,1
cat silencer pee,1
silencer pee priests,1
protester 6 9,1
6 9 bottles,1
9 bottles mountain,1
bottles mountain dew,1
using cats silencers,1
shooting terrorists little,1
terrorists little black,1
little black kid,1
black kid gary,1
kid gary coleman,1
gary coleman getting,1
coleman getting autograph,1
enough said already,1
shooting 2 headed,1
2 headed cows,1
headed cows heads,1
cows heads normal,1
beast flight simulater,1
flight simulater steam,1
ill give 11,1
give 11 10,1
richie likes balls,1
deathclaw gambling spooper,1
gambling spooper mutant,1
spooper mutant eyebot,1
mutant eyebot ghoul,1
eyebot ghoul vegas,1
ghoul vegas ncr,1
vegas ncr boone,1
ncr boone vats,1
boone vats guns,1
vats guns nuff,1
guns nuff said,1
spent 500 hours,1
let know worth,1
jingle jangle jingles,1
jangle jingles spurs,1
keeps virginty securely,1
virginty securely intact,1
securely intact bedazzled,1
intact bedazzled fanny,1
bedazzled fanny pack,1
major problems crashes,1
many empty areas,1
empty areas feels,1
areas feels copy,1
feels copy paste,1
copy paste fallout,1
paste fallout 3,1
fallout 3 doesn,1
3 doesn bring,1
doesn bring anything,1
bring anything new,1
anything new 7,1
new 7 10,1
5 10 fallout,1
10 fallout new,1
fallout new vegas,1
teaches teamwork zombie,1
teamwork zombie apocolypse,1
great zombie massacre,1
zombie massacre co,1
massacre co op,1
room hell source,1
hell source engine,1
source engine mod,1
beta released halloween,1
released halloween 2011,1
nearly seven years,1
seven years development,1
room hell released,1
hell released steam,1
released steam stand,1
steam stand alone,1
co operative eight,1
operative eight players,1
weapons use fight,1
use fight zombies,1
mission objective mode,1
players must follow,1
must follow instructions,1
follow instructions given,1
must find rescue,1
find rescue vehicle,1
vehicle differs map,1
players must survive,1
must survive series,1
survive series waves,1
series waves zombies,1
amount zombies increase,1
zombies increase waves,1
increase waves continue,1
making wave harder,1
8th 10th wave,1
10th wave bring,1
wave bring rescue,1
bring rescue vehicle,1
rescue vehicle players,1
vehicle players must,1
every 2 3,1
2 3 rounds,1
3 rounds supply,1
rounds supply helicopter,1
supply helicopter comes,1
helicopter comes around,1
comes around players,1
around players drops,1
players drops supply,1
drops supply box,1
supply box players,1
box players unbox,1
players unbox use,1
unbox use items,1
bite may takes,1
may takes bring,1
must decide want,1
decide want alert,1
want alert team,1
alert team rid,1
team rid burden,1
keep quiet hopes,1
quiet hopes finding,1
hopes finding cure,1
awesome survival objective,1
survival objective maps,1
objective maps best,1
maps best friends,1
room hell som,1
hell som bugs,1
zombies dont run,1
cant pick gun,1
person shooter zombie,1
m seeing average,1
seeing average dad,1
average dad going,1
dad going average,1
going average life,1
boring isn 2,1
amax zing big,1
zing big brother,1
big brother died,1
brother died noo,1
might ya cry,1
duke nukem 3d,1
light hearted tone,1
damn badge called,1
minor things compared,1
things compared duke,1
compared duke 3d,1
duke 3d remake,1
400 hours aprx,1
ve 2 years,1
2 years thick,1
years thick thin,1
tl dr isn,1
dr isn used,1
kind community everyone,1
community everyone know,1
everyone know everyone,1
know everyone name,1
gameplay wonky often,1
wonky often right,1
learning curve brick,1
curve brick wall,1
re going lose,1
going lose lot,1
lose lot start,1
don afraid ask,1
afraid ask help,1
almost everyone master,1
everyone master rank,1
master rank pleased,1
rank pleased take,1
pleased take udner,1
take udner wing,1
don expect hardcore,1
expect hardcore fighter,1
hardcore fighter lots,1
fighter lots fierce,1
lots fierce competition,1
thats blade symphony,1
blade symphony used,1
today theres average,1
theres average 10,1
average 10 different,1
10 different people,1
different people log,1
people log per,1
log per day,1
say sure m,1
sure m 10,1
newcomer seem theres,1
seem theres nothing,1
m tell re,1
tell re wrong,1
re simply unable,1
simply unable see,1
excells high level,1
high level community,1
issue skill gap,1
skill gap dubbed,1
old gen alpha,1
gen alpha gen,1
majority regular players,1
regular players years,1
year solely training,1
solely training class,1
training class use,1
many people less,1
people less attained,1
less attained skill,1
attained skill level,1
skill level beyond,1
takes conciderable amount,1
top impossible without,1
impossible without lot,1
without lot resiliance,1
lose often constantly,1
take loss without,1
loss without suffering,1
without suffering weight,1
suffering weight defeat,1
weight defeat ll,1
defeat ll far,1
people sit atop,1
sit atop skill,1
atop skill ladder,1
skill ladder inate,1
ladder inate tallent,1
simply kept trying,1
reach masters help,1
ll tech want,1
tech want become,1
want become better,1
m bad teacher,1
final reason blade,1
reason blade community,1
overall tight knit,1
tight knit diverse,1
week ll recognise,1
ll recognise everyody,1
3 weeks ll,1
weeks ll know,1
ll know everybody,1
seen many freindships,1
many freindships form,1
freindships form hold,1
mixed feeling people,1
feeling people say,1
people say people,1
say people blade,1
people blade symphony,1
blade symphony thay,1
symphony thay re,1
thay re people,1
re people trust,1
re beat back,1
beat back cs,1
back cs go,1
duel climbing ladder,1
re hesitant pm,1
smooth control system,1
control system felt,1
system felt great,1
feel ve done,1
ve done well,1
done well campaign,1
oh yeah pants,1
gt joined 3,1
joined 3 people,1
gtwinkidn know jump,1
know jump use,1
jump use weapon,1
use weapon rope,1
weapon rope jetpack,1
gt almost won,1
almost won match,1
gt everybody left,1
everybody left rage,1
left rage kill,1
rage kill last,1
kill last worm,1
con money inventory,1
money inventory slots,1
spend little need,1
x men legends,1
men legends ii,1
rise apocalypse among,1
apocalypse among favourites,1
among favourites ps2,1
boring turn based,1
turn based combat,1
based combat acts,1
combat acts needs,1
acts needs input,1
don bother installing,1
part 2 offers,1
2 offers nothing,1
offers nothing new,1
nothing new apart,1
new apart already,1
apart already whelming,1
already whelming story,1
little different 3rd,1
different 3rd part,1
1 204gc 30,1
204gc 30 days,1
30 days expensive,1
m need solution,1
need solution developers,1
lost planet hey,1
planet hey theres,1
hey theres mech,1
theres mech kind,1
mech kind drives,1
kind drives imagine,1
drives imagine 40k,1
imagine 40k dreadnaught,1
claw bugs give,1
bugs give em,1
give em drill,1
don know bothered,1
know bothered enjoying,1
bothered enjoying v2,1
enjoying v2 squeezed,1
v2 squeezed money,1
squeezed money old,1
money old putting,1
old putting zombies,1
iv e got,1
e got second,1
got second go,1
second go yet,1
single player far,1
player far yet,1
far yet try,1
yet try four,1
try four player,1
four player co,1
space junkie says,1
3d ship builder,1
ship builder well,1
burned ks money,1
ks money sold,1
money sold site,1
sold site ship,1
site ship builder,1
now whines income,1
whines income instead,1
income instead actually,1
instead actually something,1
actually something constructive,1
ps don let,1
don let fool,1
let fool unfortunately,1
fool unfortunately ks,1
unfortunately ks backer,1
ks backer steaming,1
backer steaming pile,1
checked back steam,1
back steam see,1
steam see actually,1
see actually added,1
actually added anything,1
added anything beyond,1
anything beyond shipbuilder,1
11 10 trucks,1
10 trucks ign,1
want drive scania,1
drinking driving home,1
driving home euro,1
home euro truck,1
euro truck simulator,1
catching podcasts simulator,1
podcasts simulator 2015,1
now got ets2,1
awesome bro 16,1
bro 16 hours,1
16 hours day,1
hours day now,1
day now kinda,1
now kinda bored,1
kinda bored level,1
bored level 40,1
level 40 accord,1
40 accord assault,1
accord assault shortly,1
assault shortly world,1
shortly world warcraft,1
world warcraft futuristic,1
warcraft futuristic version,1
dont need buy,1
need buy vip,1
buy vip something,1
vip something u,1
something u buy,1
u buy vip,1
buy vip credits,1
u guys earn,1
guys earn missions,1
earn missions armor,1
missions armor character,1
armor character types,1
character types u,1
types u reach,1
u reach 40,1
reach 40 level,1
40 level gives,1
level gives u,1
gives u 10,1
u 10 veteran,1
10 veteran coins,1
veteran coins u,1
coins u unlock,1
u unlock armors,1
unlock armors battleframes,1
uhh yeah sometimes,1
fine friends email,1
friends email mom,1
email mom gets,1
mom gets back,1
ve outer space,1
outer space 200,1
warframe apparently free,1
apparently free wanted,1
free wanted experience,1
wanted experience called,1
ninja simulator space,1
hours put guys,1
put guys wanted,1
guys wanted long,1
wanted long possible,1
say put things,1
put things review,1
things review foresee,1
review foresee coming,1
foresee coming next,1
coming next start,1
order progress part,1
believe already put,1
already put three,1
put three thousands,1
three thousands hours,1
don spend anyone,1
spend anyone mmos,1
anyone mmos sugguest,1
mmos sugguest absolutely,1
sugguest absolutely look,1
paragraph persuade say,1
persuade say found,1
say found worth,1
found worth putting,1
worth putting possible,1
think arena shooter,1
arena shooter mixed,1
shooter mixed rpg,1
mixed rpg elements,1
rpg elements warframe,1
review d include,1
d include short,1
include short tlwinkr,1
short tlwinkr version,1
tlwinkr version people,1
version people d,1
people d read,1
d read paragraph,1
read paragraph reason,1
yes premium currency,1
paid things mostly,1
things mostly cosmetics,1
want fashion friend,1
fashion friend need,1
battle enemies variety,1
enemies variety weapons,1
variety weapons video,1
weapons video adaptation,1
video adaptation classic,1
adaptation classic novel,1
please read fooska,1
read fooska recommendation,1
took generations sign,1
generations sign 10,1
sign 10 10,1
10 10 rather,1
10 rather xbox,1
nominated hour award,1
ve leanerd warframe,1
leanerd warframe 200,1
ninjas came space,1
came space cryopods,1
prefer farm entire,1
farm entire lives,1
entire lives instead,1
lives instead throwing,1
instead throwing shurikens,1
stealth works well,1
works well sneak,1
well sneak wallet,1
ninja capes required,1
capes required ridiculed,1
required ridiculed ninja,1
ridiculed ninja friends,1
ninja co op,1
co op amazing,1
imma huz give,1
huz give pros,1
give pros conz,1
massively multiplayer co,1
co op competitive,1
op competitive gamemodes,1
story takes understand,1
badass weapons epic,1
weapons epic warframes,1
battle suit class,1
controls mechanics fkn,1
mechanics fkn awesome,1
items want need,1
want need payed,1
need payed platinum,1
gems clash clans,1
story take understsand,1
try resources need,1
resources need never,1
need never appear,1
enemies ma ean,1
ma ean mean,1
people repeatedly force,1
repeatedly force join,1
force join u,1
join u spawn,1
u spawn level,1
spawn level 20,1
level 20 area,1
20 area level,1
area level 6,1
co op friend,1
op friend complicated,1
friend complicated hard,1
complicated hard friend,1
hard friend different,1
friend different level,1
different level thant,1
level thant u,1
thant u 5,1
u 5 levels,1
offline mode internet,1
amazing promise love,1
got yuu seal,1
yuu seal approval,1
anyone send help,1
send help dont,1
help dont computer,1
dont computer sending,1
computer sending school,1
sending school computer,1
days computer withdrawl,1
parents say grades,1
say grades arent,1
grades arent enough,1
please send power,1
send power cords,1
halo ninjas blood,1
love im granparents,1
im granparents laptop,1
granparents laptop run,1
wondering core 2,1
core 2 duo,1
2 duo t7100,1
duo t7100 run,1
person action shooter,1
wouldn invested 400,1
invested 400 hours,1
things rocket launcher,1
plz usa japan,1
usa japan japan,1
japan japan fight,1
japan fight german,1
fight german usa,1
german usa russian,1
usa russian love,1
russian love unit,1
love unit usa,1
beta 2 minutes,1
couldn understand couldn,1
understand couldn choose,1
couldn choose russian,1
choose russian side,1
russian side eastern,1
side eastern german,1
eastern german eyeroll,1
m fan rts,1
definitely dlc whoring,1
single player content,1
player content without,1
content without dlcs,1
without dlcs reduced,1
dlcs reduced 2,1
reduced 2 factions,1
gameplay ok coh2,1
ok coh2 compete,1
coh2 compete men,1
compete men war,1
men war assault,1
war assault squad,1
looking rts ww2,1
rts ww2 reccomend,1
ww2 reccomend men,1
reccomend men war,1
men war series,1
war series rather,1
popular arty walking,1
arty walking stanley,1
walking stanley parable,1
stanley parable dear,1
parable dear esther,1
dear esther primary,1
esther primary gameplay,1
primary gameplay missed,1
gameplay missed observed,1
missed observed experience,1
observed experience choose,1
experience choose explore,1
choose explore corner,1
explore corner room,1
observant players enjoy,1
players enjoy slower,1
enjoy slower methodical,1
slower methodical approach,1
adore simple interaction,1
simple interaction wouldn,1
interaction wouldn see,1
wouldn see lot,1
see lot today,1
lot today rotating,1
today rotating looking,1
rotating looking nuances,1
looking nuances back,1
nuances back book,1
back book cassette,1
book cassette tape,1
cassette tape cover,1
don care story,1
care story premise,1
story premise walking,1
premise walking around,1
walking around seemingly,1
around seemingly mundane,1
seemingly mundane mansion,1
mundane mansion isn,1
mansion isn exciting,1
least storytelling integrated,1
storytelling integrated mechanics,1
integrated mechanics rarely,1
mechanics rarely relies,1
rarely relies cutscenes,1
relies cutscenes sign,1
cutscenes sign decent,1
sign decent narrative,1
decent narrative gameplay,1
narrative wise mild,1
wise mild spoilers,1
mild spoilers ahead,1
applauded theme sexuality,1
theme sexuality gender,1
sexuality gender subversive,1
gender subversive nature,1
subversive nature mainstream,1
7 hours gameplay,1
doesnt know origanal,1
know origanal postal,1
gave many grandmas,1
many grandmas bible,1
grandmas bible thumpers,1
bible thumpers heart,1
thumpers heart attacks,1
gotta love now,1
love now days,1
now days nostalga,1
better twin stick,1
wtf kind achivment,1
kind achivment ballmer,1
achivment ballmer baller,1
ballmer baller mac,1
baller mac linux,1
mac linux version,1
stronghold crusader 1,1
crusader 1 stronghold,1
1 stronghold 2,1
stronghold 2 take,1
cheesy pun review,1
pun review ubisoft,1
review ubisoft standalone,1
ubisoft standalone expansion,1
anymore leave feeling,1
leave feeling little,1
feeling little bloated,1
little bloated madness,1
blood dragon spoof,1
dragon spoof many,1
spoof many levels,1
spoofs 80s vhs,1
80s vhs action,1
vhs action movie,1
action movie genre,1
movie genre perhaps,1
genre perhaps impressive,1
perhaps impressive spoof,1
impressive spoof ubisoft,1
spoof ubisoft gameplay,1
ubisoft gameplay style,1
gameplay style perfection,1
seen enjoyed following,1
enjoyed following movies,1
aliens rambo terminator,1
rambo terminator transformers,1
enjoy movies starring,1
movies starring follow,1
starring follow actors,1
jean claude van,1
claude van damme,1
van damme michael,1
damme michael biehn,1
michael biehn arnie,1
tell friends best,1
friends best music,1
best music made,1
music made 80s,1
dream world synths,1
world synths neon,1
synths neon lights,1
neon lights distant,1
lights distant dystopia,1
distant dystopia society,1
dystopia society rule,1
society rule masses,1
fps based around,1
based around far,1
around far cry,1
cry 3 engine,1
ve far cry,1
cry 3 know,1
3 know expect,1
haven prepared dropped,1
island re free,1
re free explore,1
well standard enemie,1
standard enemie types,1
embraces subject material,1
subject material lampooning,1
material lampooning moment,1
lampooning moment boots,1
actual gameplay tired,1
gameplay tired nothing,1
tired nothing new,1
yet character world,1
character world around,1
world around keeps,1
liners drew back,1
drew back day,1
back day duke,1
day duke nukem,1
duke nukem considered,1
nukem considered master,1
considered master piece,1
thankfully many liners,1
many liners bullets,1
liners bullets mindless,1
bullets mindless violence,1
perhaps supporting material,1
supporting material keeps,1
material keeps blood,1
keeps blood dragon,1
blood dragon feeling,1
dragon feeling breath,1
feeling breath fresh,1
breath fresh air,1
fresh air worn,1
air worn genre,1
worn genre void,1
genre void originality,1
strange neon visuals,1
neon visuals look,1
visuals look stunning,1
look stunning times,1
stunning times storm,1
times storm garrisons,1
storm garrisons kill,1
garrisons kill biker,1
kill biker helmet,1
biker helmet wearing,1
helmet wearing nameless,1
wearing nameless bad,1
nameless bad guys,1
bad guys satisfying,1
guys satisfying synth,1
satisfying synth based,1
synth based soundtrack,1
little details big,1
details big experience,1
big experience worthwhile,1
re fond details,1
fond details ll,1
details ll perhaps,1
ll perhaps enjoy,1
find going back,1
going back stack,1
back stack movies,1
stack movies starring,1
movies starring action,1
starring action heros,1
action heros 80s,1
heros 80s might,1
80s might help,1
might help reignite,1
help reignite interest,1
reignite interest fps,1
80 action hero,1
action hero genre,1
doesn stay welcome,1
idea ll follow,1
ll follow genre,1
overall satisfying short,1
satisfying short experience,1
short experience 80s,1
experience 80s action,1
80s action sci,1
action sci fi,1
sci fi movie,1
fi movie buffs,1
might everyone tastes,1
drm go drm,1
build prison 500,1
didnt optimize 2015,1
optimize 2015 16,1
surgeon simulator person,1
simulator person qwop,1
take role surgeon,1
role surgeon named,1
surgeon named nigel,1
named nigel burke,1
mouse movements control,1
movements control doctor,1
control doctor hand,1
space bar used,1
bar used control,1
used control individual,1
control individual fingers,1
individual fingers hand,1
used grasp utensils,1
consists player trying,1
player trying complete,1
trying complete number,1
complete number different,1
number different operations,1
different operations patient,1
something simple heart,1
simple heart transplant,1
unlock different scenarios,1
ad space operations,1
incorporate bumping round,1
bumping round tools,1
round tools zero,1
tools zero gravity,1
graphics nicely presented,1
nicely presented everything,1
presented everything looks,1
everything looks clean,1
looks clean polished,1
don think photo,1
think photo realism,1
photo realism graphics,1
realism graphics something,1
graphics something looking,1
something looking type,1
looking type anyway,1
soundtrack mainly general,1
mainly general hospital,1
general hospital emergency,1
hospital emergency theme,1
emergency theme tune,1
theme tune whole,1
turn hour two,1
hour two grew,1
two grew repetitive,1
grew repetitive fast,1
sound effects grinding,1
sawing squelching nicely,1
squelching nicely produced,1
hard nails hard,1
nowhere near completing,1
almost eleven hours,1
hands start ache,1
start ache hour,1
ache hour due,1
hour due intense,1
due intense holding,1
intense holding buttons,1
holding buttons thought,1
buttons thought goes,1
thought goes picking,1
goes picking single,1
picking single item,1
try using controller,1
using controller using,1
controller using pinnacle,1
using pinnacle profile,1
controls little easier,1
little easier use,1
haven found technical,1
found technical issues,1
think potato run,1
potato run surgeon,1
run surgeon simulator,1
lot spent friends,1
around seeing messed,1
hard sit hours,1
sit hours strenuous,1
hours strenuous hand,1
strenuous hand thought,1
hand thought process,1
thought process pick,1
process pick something,1
recommend people pick,1
novelty value couch,1
value couch friends,1
found review helpful,1
please consider giving,1
consider giving thumbs,1
sometimes pulling guys,1
pulling guys intestines,1
guys intestines think,1
intestines think chicken,1
maybe taste chicken,1
ve gotten worms,1
gotten worms revolution,1
literally less 10,1
less 10 seconds,1
10 seconds know,1
don need another,1
need another hero,1
sang tina turner,1
tina turner soundtrack,1
already fed sequels,1
thier quest box,1
quest box office,1
box office suckcess,1
mostly ignored annoying,1
ignored annoying buzz,1
annoying buzz around,1
buzz around mad,1
around mad max,1
mad max remake,1
max remake prequel,1
remake prequel last,1
prequel last year,1
passion big hollywood,1
big hollywood productions,1
taking beloved post,1
beloved post apocalyptic,1
post apocalyptic violent,1
apocalyptic violent films,1
violent films childhoods,1
films childhoods adding,1
childhoods adding cheesy,1
adding cheesy love,1
cheesy love songs,1
totally killing mad,1
killing mad max,1
mad max vibe,1
mad max actually,1
max actually killing,1
actually killing back,1
wish made character,1
made character look,1
character look original,1
certain spent thousands,1
spent thousands dollars,1
thousands dollars focus,1
dollars focus groups,1
focus groups decide,1
groups decide way,1
decide way take,1
way take franchise,1
2 cents worthless,1
wonder many people,1
many people took,1
hard think things,1
made smaller teams,1
besides thought sad,1
thought sad overworked,1
sad overworked developers,1
mad max juicy,1
max juicy bite,1
juicy bite grade,1
bite grade aa,1
grade aa beef,1
drive mother ucker,1
mother ucker drive,1
ve desert magnum,1
desert magnum opus,1
desert remember name,1
cause ain give,1
ain give pain,1
now rl enter,1
rl enter car,1
enter car passenger,1
car passenger side,1
want full review,1
please read better,1
read better reviews,1
better reviews mine,1
hate bejeweled candy,1
bejeweled candy crush,1
candy crush clones,1
hate pesky free,1
answered yes two,1
marvel puzzle quest,1
unlock upgrade marvel,1
upgrade marvel characters,1
marvel characters bejeweled,1
characters bejeweled life,1
bejeweled life away,1
project cars 2,1
wheel must simulator,1
racing title want,1
title want invest,1
want invest steering,1
invest steering wheel,1
personally recommend logitech,1
recommend logitech g27,1
logitech g27 complete,1
g27 complete unit,1
means clutch stand,1
clutch stand alone,1
stand alone h,1
style shifter included,1
shifter included add,1
included add purchase,1
add purchase setups,1
purchase setups currently,1
setups currently available,1
plus stainless steel,1
stainless steel paddle,1
steel paddle shifters,1
paddle shifters rev,1
shifters rev led,1
rev led lights,1
led lights nice,1
lights nice touch,1
able configure simulator,1
configure simulator liking,1
making easy difficult,1
definitely arcade racer,1
arcade racer though,1
sorry nfs fanboys,1
closest real without,1
real without killing,1
10 10 turbo,1
10 turbo blow,1
turbo blow offs,1
60 percent clips,1
reminds legend zelda,1
legend zelda links,1
zelda links awakining,1
nice pixelated challenging,1
legend zelda weill,1
zelda weill enjoy,1
2d side scrolling,1
side scrolling metroidvania,1
scrolling metroidvania light,1
metroidvania light extensive,1
light extensive melee,1
extensive melee combat,1
little bit backtracking,1
combat options surprisingly,1
options surprisingly deep,1
character fairly acrobatic,1
leading lots main,1
lots main road,1
main road explorations,1
boss battles challenging,1
battles challenging fair,1
although near end,1
near end trouble,1
enough reward going,1
reward going back,1
going back earlier,1
back earlier levels,1
earlier levels added,1
levels added probably,1
added probably two,1
probably two hours,1
two hours backtracking,1
go back explore,1
back explore finishing,1
travel sections backtracking,1
sections backtracking takes,1
backtracking takes lot,1
takes lot work,1
challenging action adventure,1
basically starship troopers,1
mindless shooting crap,1
shooting crap giant,1
crap giant bugs,1
part eve part,1
eve part freelancer,1
part freelancer throw,1
freelancer throw dash,1
throw dash mass,1
dash mass effect,1
mass effect shake,1
effect shake well,1
starpoint gemini 2,1
last patch put,1
patch put last,1
put last nail,1
last nail coffin,1
quantitative restrictions working,1
restrictions working high,1
working high tier,1
high tier planes,1
tier planes tanks,1
planes tanks downranked,1
tanks downranked lalaland,1
downranked lalaland jets,1
lalaland jets vs,1
jets vs props,1
60s tanks vs,1
tanks vs 40s,1
vs 40s tanks,1
40s tanks searching,1
tanks searching kind,1
searching kind simulation,1
better heroes generals,1
pay win golden,1
win golden eagles,1
ve seen war,1
seen war heard,1
war heard thunder,1
heard thunder yet,1
better cod advanced,1
cod advanced modern,1
advanced modern black,1
modern black warfare,1
black warfare 420,1
tough ts flaws,1
ts flaws hitman,1
flaws hitman great,1
might well become,1
well become weeb,1
become weeb now,1
fan longest journey,1
longest journey dreamfall,1
journey dreamfall disappointed,1
dreamfall disappointed final,1
disappointed final entry,1
final entry series,1
big fan tlj,1
fan tlj don,1
tlj don think,1
don think dreamfall,1
think dreamfall bad,1
weird gameplay mechanics,1
story main theme,1
main theme dark,1
theme dark interesting,1
now dreamfall chapters,1
don complains soundtracks,1
complains soundtracks decent,1
nothing new fantastic,1
suffers bad optimization,1
